120	8.607782338028262E10
121	8.489158320748788E10
122	8.371220148801709E10
123	8.253925002336198E10
124	8.137177603561525E10
125	8.02083945994552E10
126	7.904752764302504E10
127	7.78877174258478E10
128	7.67279202634447E10
129	7.55677686086855E10
130	7.440803075103035E10
131	7.32524850737005E10
132	7.212248288968982E10
133	6.986589944116585E10
134	6.962585050380928E10
135	6.84806044210145E10
136	6.731169874208323E10
137	6.6135069952003334E10
138	6.4954237728036934E10
139	6.37705855841178E10
140	6.258493905371382E10
141	6.139798073023386E10
142	6.0210390869938934E10
143	5.9022895235916565E10
144	5.783627093635989E10
145	5.665132807921467E10
146	5.546887374429616E10
147	5.4289658823269226E10
148	5.31143052845697E10
149	5.194321355175991E10
150	5.0776459817145E10
151	4.9613709771226295E10
152	4.8454189450708275E10
153	4.7296749269617805E10
154	4.6140025222885185E10
155	4.498265666697559E10
156	4.382349747342335E10
157	4.266178164812683E10
158	4.14972769617211E10
159	4.033061811600907E10
160	3.9164654203387054E10
161	3.801320629584929E10
162	3.726793312605607E10
163	3.5481603499160614E10
164	3.433239329456589E10
165	3.3144819926096287E10
166	3.1944860505994827E10
167	3.0737180591571922E10
168	2.9523448733412132E10
169	2.830464666169465E10
170	2.7081629438504677E10
171	2.5855298605437412E10
172	2.462663983213551E10
173	2.339669328612673E10
174	2.2166486557291504E10
175	2.0936950363708515E10
176	1.9708832176535076E10
177	1.8482618185487335E10
178	1.7258472036646866E10
179	1.6036200799994064E10
180	1.481526133321557E10
181	1.3594817594429945E10
182	1.2373847541193111E10
183	1.1151281119650105E10
184	9.92613953185793E9
185	8.697650833819138E9
186	7.465339775486094E9
187	6.229132479937729E9
188	4.989617380463637E9
189	3.749030633750037E9
190	2.5167175926553707E9
191	1.4012616046983619E9
192	1.8366237515257087E8
193	1.3795489967714875E9
194	2.6395012471255403E9
195	3.9148819950570564E9
196	5.198890753428039E9
197	6.489135491327751E9
198	7.784076476158209E9
199	9.0822516855723E9
200	1.0382072084255888E10
201	1.1681819878936699E10
202	1.297974286078042E10
203	1.4274181473402569E10
204	1.5563679681112724E10
205	1.684705106079755E10
206	1.812339465808588E10
207	1.939207033208997E10
208	2.0652646889737972E10
209	2.190483295587116E10
210	2.3148397076383347E10
211	2.4383083315396484E10
212	2.5608530441218388E10
213	2.6824203168697308E10
214	2.802933998100568E10
215	2.9222911859129166E10
216	3.0403565148851814E10
217	3.1569462556515434E10
218	3.2717686399556023E10
219	3.3841207233617805E10
220	3.489406953010091E10
221	3.625673323140797E10
222	3.723294363459063E10
223	3.827617073554717E10
224	3.930786391129854E10
225	4.031956803416406E10
226	4.130820334714709E10
227	4.227181901148721E10
228	4.32088037922275E10
229	4.411773763005099E10
230	4.499744206085696E10
231	4.584708263092937E10
232	4.66662405960452E10
233	4.745491729880208E10
234	4.821347749081792E10
235	4.894256075490552E10
236	4.964298989668911E10
237	5.0315692911523636E10
238	5.096164300973296E10
239	5.158181448866626E10
240	5.217715048441488E10
241	5.2748539436923706E10
242	5.3296798249919106E10
243	5.382266026138121E10
244	5.4326764566428215E10
245	5.480963804300839E10
246	5.52716449377187E10
247	5.571280947833792E10
248	5.613198565968149E10
249	5.651899210332145E10
250	5.7012658061697426E10
251	5.732071542967459E10
252	5.7663193667686775E10
253	5.799243388290263E10
254	5.830536397126006E10
255	5.8601197293494644E10
256	5.887952319580246E10
257	5.914000788135935E10
258	5.9382366771839615E10
259	5.9606399563456184E10
260	5.98120192814706E10
261	5.999925128012844E10
262	6.0168206170905655E10
263	6.03190426113497E10
264	6.04519336456571E10
265	6.0567042601113464E10
266	6.066450847082891E10
267	6.074443811130158E10
268	6.0806902427664116E10
269	6.085193456092142E10
270	6.087952896878136E10
